full_name,pdes,name,H,diameter,extent,rot_per,H_sigma,diameter_sigma,moid
 89355 (2001 VS78),89355,,15.5,,,40.553,,,0.444459
 89830 (2002 CE),89830,,14.9,,,2.6149,,,0.0262676
 89958 (2002 LY45),89958,,17,,,,,,0.00153878
 89959 (2002 NT7),89959,,16.4,,,,,,0.000968735
 90075 (2002 VU94),90075,,15.1,,,,,,0.0302899
 90147 (2002 YK14),90147,,18.3,,,,,,0.187492
 90367 (2003 LC5),90367,,17.7,,,,,,0.151347
 90373 (2003 SZ219),90373,,18.6,,,,,,0.316785
 90403 (2003 YE45),90403,,17.6,,,,,,0.0368438
 90416 (2003 YK118),90416,,18.5,,,,,,0.00140545
 96189 Pygmalion (1991 NT3),96189,Pygmalion,16.4,,,,,,0.332077
 96315 (1997 AP10),96315,,17,,,5.872,,,0.11039
 96536 (1998 SO10),96536,,15.3,,,,0.58222,,0.455731
 96590 (1998 XB),96590,,16.2,,,520,,,0.113714
 96631 (1999 FP59),96631,,18.1,,,,,,0.246477
 96744 (1999 OW3),96744,,14.7,,,,,,0.364915
 97725 (2000 GB147),97725,,18.7,,,,,,0.282948
 98943 (2001 CC21),98943,,18.5,,,5.017,,,0.0830828
 99248 (2001 KY66),99248,,16.2,,,,,,0.0465334
 99799 (2002 LJ3),99799,,18.3,,,,,,0.120027
 99907 (1989 VA),99907,,17.9,1.4,,2.514,,,0.15437
 99935 (2002 AV4),99935,,15.9,,,,,,0.167247
 99942 Apophis (2004 MN4),99942,Apophis,19.7,0.325,,30.4,0.4,0.015,0.000151677
100004 (1983 VA),100004,,16.4,2.7,,3.1643,,0.1,0.176375
100085 (1992 UY4),100085,,17.8,,,12.906,,,0.0151106
100756 (1998 FM5),100756,,16.1,,,6.35,,,0.100211
100926 (1998 MQ),100926,,16.7,,,2.328,,,0.128731
101869 (1999 MM),101869,,19.3,,,,,,0.00174128
101873 (1999 NC5),101873,,16.3,,,,,,0.437678
101955 Bennu (1999 RQ36),101955,Bennu,20.9,,,4.288,,,0.00322279
102873 (1999 WK11),102873,,17.6,,,,,,0.143015
103067 (1999 XA143),103067,,16.6,,,9.849,,,0.0408119
105140 (2000 NL10),105140,,15.8,,,6.9269,,,0.356373
105141 (2000 NF11),105141,,18.8,,,,,,0.21262
106538 (2000 WK63),106538,,16.1,,,,,,0.124509
106589 (2000 WN107),106589,,16,,,,,,0.133433
108519 (2001 LF),108519,,17.9,,,4.495,,,0.159892
108906 (2001 PL9),108906,,17.7,,,,,,0.19238
111253 (2001 XU10),111253,,15.1,,,,,,0.0305943
112221 (2002 KH4),112221,,15.6,,,,,,0.249741
112985 (2002 RS28),112985,,15.5,,,,,,0.411816
115052 (2003 RD6),115052,,17.3,,,,,,0.395247
136564 (1977 VA),136564,,19.1,0.4,,,,,0.136
136582 (1992 BA),136582,,20.1,,,,,,0.274879
136617 (1994 CC),136617,,17.7,,,2.3886,,,0.0163517
136618 (1994 CN2),136618,,16.8,,,,,,0.0124345
136635 (1994 VA1),136635,,18.9,,,,0.52497,,0.315429
136745 (1995 WL8),136745,,18,,,,,,0.301322
136770 (1996 PC1),136770,,20.4,,,,,,0.0890587
136773 (1996 TR6),136773,,18.6,,,,,,0.379068
136793 (1997 AQ18),136793,,18.4,,,,,,0.186608
136795 (1997 BQ),136795,,18.1,,,,,,0.0358437
136818 Selqet (1997 MW1),136818,Selqet,19.1,,,,,,0.113332
136839 (1997 WT22),136839,,18.8,,,,,,0.130212
136849 (1998 CS1),136849,,17.6,,,2.765,,,0.0193308
136874 (1998 FH74),136874,,15.7,,,,,,0.23611
136897 (1998 HJ41),136897,,18.4,,,,,,0.263075
136900 (1998 HL49),136900,,17.3,,,,,,0.0852553
136923 (1998 JH2),136923,,16.2,,,,,,0.217144
136993 (1998 ST49),136993,,17.7,,,2.3017,,,0.0592897
137032 (1998 UO1),137032,,16.6,,,3,,,0.0582353
137044 (1998 UC50),137044,,16.6,,,,,,0.30821
137052 Tjelvar (1998 VO33),137052,Tjelvar,16.9,,,9.02,,,0.0686472
137062 (1998 WM),137062,,16.5,,,,,,0.168336
137064 (1998 WP5),137064,,18.9,,,,,,0.245957
137078 (1998 XZ4),137078,,16.2,,,,,,0.302435
137084 (1998 XS16),137084,,16.2,,,5.4211,,,0.406385
137099 (1998 YW3),137099,,18.2,,,,,,0.388017
137108 (1999 AN10),137108,,17.9,,,,,,7.92E-05
137120 (1999 BJ8),137120,,18.1,,,,,,0.0240903
137125 (1999 CT3),137125,,18.5,,,,,,0.379143
137126 (1999 CF9),137126,,18,,,,,,0.0187794
137158 (1999 FB),137158,,17.9,,,,,,0.197701
137170 (1999 HF1),137170,,14.5,,,2.3192,,,0.173405
137175 (1999 JA11),137175,,18.4,,,,,,0.106375
137199 (1999 KX4),137199,,16.9,,,2.767,,,0.190352
137427 (1999 TF211),137427,,15.1,,,,,,0.0196275
137671 (1999 XP35),137671,,18.5,,,,,,0.19357
137799 (1999 YB),137799,,18.5,,,,,,0.216029
137802 (1999 YT),137802,,17,,,,,,0.4368
137805 (1999 YK5),137805,,16.6,,,,,,0.114299
137911 (2000 AB246),137911,,17.6,,,,,,0.171405
137924 (2000 BD19),137924,,17.2,,,,,,0.0906373
137925 (2000 BJ19),137925,,15.9,,,,,,0.389508
138013 (2000 CN101),138013,,14.6,,,,,,0.107767
138095 (2000 DK79),138095,,15.9,,,,,,0.0487195
138127 (2000 EE14),138127,,17,,,,,,0.0230086
138155 (2000 ES70),138155,,17.2,,,,,,0.429791
138175 (2000 EE104),138175,,20.3,,,,,,0.00860926
138205 (2000 EZ148),138205,,15,,,,,,0.0856914
138258 (2000 GD2),138258,,19.1,,,,,,0.0718959
138325 (2000 GO82),138325,,16.7,,,,,,0.370641
138359 (2000 GX127),138359,,17.9,,,,,,0.262023
138404 (2000 HA24),138404,,19.1,,,,,,0.0272354
138524 (2000 OJ8),138524,,16.7,,,2.6835,,,0.0349619
138727 (2000 SU180),138727,,19,,,,,,0.036169
138815 (2000 TQ64),138815,,18,,,,,,0.303228
138846 (2000 VJ61),138846,,15.8,,,,,,0.183616
138847 (2000 VE62),138847,,16.9,,,,,,0.157195
138852 (2000 WN10),138852,,20.2,,,4.4622,,,0.125446
138859 (2000 WN63),138859,,18.9,,,,,,0.140646
138877 (2000 XG47),138877,,16.6,,,8.71,,,0.105984
138883 (2000 YL29),138883,,16.7,,,,,,0.138746
138893 (2000 YH66),138893,,18,,,5.3,,,0.164361
138911 (2001 AE2),138911,,19.1,,,,,,0.233797
138925 (2001 AU43),138925,,15.9,,,,,,0.210743
138937 (2001 BK16),138937,,17.4,,,,,,0.0628818
138947 (2001 BA40),138947,,18.7,,,,,,0.181391
138971 (2001 CB21),138971,,18.4,,,3.302,,,0.0239383
139047 (2001 EB16),139047,,17.2,,,,,,0.16315
139056 (2001 FY),139056,,18.9,0.32,,5.207,,,0.274504
139211 (2001 GN2),139211,,18,,,,,,0.0251492
139289 (2001 KR1),139289,,17.6,,,,,,0.17903
139345 (2001 KA67),139345,,16.8,,,6.1,,,0.264712
139359 (2001 ME1),139359,,16.7,,,,,,0.0118642
139622 (2001 QQ142),139622,,18.4,,,,,,0.0110557
140039 (2001 SO73),140039,,18.4,,,,,,0.0460265
140158 (2001 SX169),140158,,18.2,,,,,,0.0261733
140288 (2001 SN289),140288,,16.5,,,,,,0.016765
140333 (2001 TD2),140333,,18.8,,,,,,0.184944
140928 (2001 VG75),140928,,18.1,,,,,,0.246062
141018 (2001 WC47),141018,,18.9,,,16.51,,,0.0785486
141052 (2001 XR1),141052,,17.3,,,,,,0.102478
141053 (2001 XT1),141053,,18.7,,,,,,0.041544
141056 (2001 XV4),141056,,17.2,,,,,,0.147127
141078 (2001 XQ30),141078,,18.9,,,,,,0.190461
141079 (2001 XS30),141079,,17.7,,,,,,0.303048
141354 (2002 AJ29),141354,,17.3,,,,,,0.0905921
141424 (2002 CD),141424,,20.5,,,,,,0.0727377
141432 (2002 CQ11),141432,,20,,,2.605,,,0.0192855
141447 (2002 CW59),141447,,17.1,,,,,,0.191031
141484 (2002 DB4),141484,,16.4,,,,,,0.152833
141495 (2002 EZ11),141495,,18.2,,,2.327,,,0.00103379
141498 (2002 EZ16),141498,,18.3,,,,,,0.176413
141525 (2002 FV5),141525,,17.9,,,,,,0.0359099
141526 (2002 FA6),141526,,19.9,,,,,,0.316069
141527 (2002 FG7),141527,,18.9,,,,,,0.0418508
141531 (2002 GB),141531,,19,,,,,,0.280726
141593 (2002 HK12),141593,,18.1,,,12.69,,,0.0245239
141614 (2002 JV15),141614,,19.4,,,,,,0.0396264
141670 (2002 JS100),141670,,16.6,,,,,,0.221982
141761 (2002 MC),141761,,17.3,,,,,,0.266381
141765 (2002 MP3),141765,,16.2,,,,,,0.391979
141851 (2002 PM6),141851,,17.7,,,,,,0.0377987
141874 (2002 PO34),141874,,17.8,,,,,,0.278647
142040 (2002 QE15),142040,,16.2,,,2.5811,,,0.115167
142348 (2002 RX211),142348,,18.2,,,5.0689,,,0.144808
142464 (2002 TC9),142464,,18.1,,,,,,0.059481
142555 (2002 TB58),142555,,16.2,,,,,,0.421656
142561 (2002 TX68),142561,,18.1,,,,,,0.250637
142563 (2002 TR69),142563,,17.1,,,,,,0.103313
142781 (2002 UM11),142781,,16.1,,,,,,0.311119
143381 (2003 BC21),143381,,16.1,,,,,,0.307711
143404 (2003 BD44),143404,,16.7,,,,,,0.0179039
143409 (2003 BQ46),143409,,17.6,,,,,,0.282625
143487 (2003 CR20),143487,,18.7,,,,,,0.00050021
143527 (2003 EN16),143527,,18.6,,,,,,0.190309
143624 (2003 HM16),143624,,15.8,,,,,,0.0498476
143637 (2003 LP6),143637,,16.2,,,,,,0.338785
143643 (2003 NP7),143643,,18.3,,,,,,0.277551
143649 (2003 QQ47),143649,,17.4,,,,,,0.00291597
143651 (2003 QO104),143651,,16,,,114.4,,,0.00375041
143678 (2003 SA224),143678,,16.3,,,35,,,0.151455
143947 (2003 YQ117),143947,,15.3,,,,,,0.104562
143992 (2004 AF),143992,,16,,,,,,0.03381
144332 (2004 DV24),144332,,16.4,,,,,,0.00546843
144411 (2004 EW9),144411,,16.6,,,49.94,,,0.0901919
144861 (2004 LA12),144861,,15.5,,,,,,0.353236
144898 (2004 VD17),144898,,18.8,,,1.99,,,0.00172073
144900 (2004 VG64),144900,,18.3,,,,,,0.0277545
144901 (2004 WG1),144901,,17.4,,,8.06,,,0.0551686
144922 (2005 CK38),144922,,17.3,,,4.7894,,,0.262796
145656 (4788 P-L),145656,,16.4,,,,,,0.253681
152558 (1990 SA),152558,,16.8,1.4,,,,,0.306985
152560 (1991 BN),152560,,19,,,,,,0.0205337
152561 (1991 RB),152561,,19,,,,,,0.0391776
152563 (1992 BF),152563,,19.8,,,,,,0.0624228
152564 (1992 HF),152564,,20.3,,,,,,0.119835
152575 (1994 GY),152575,,17.1,,,2.555,,,0.273655
152637 (1997 NC1),152637,,18,,,,,,0.0171022
152664 (1998 FW4),152664,,19.7,,,,,,0.00728999
152667 (1998 FR11),152667,,16.3,,,,,,0.067297
152671 (1998 HL3),152671,,20,,,,,,0.0453962
152679 (1998 KU2),152679,,16.6,,,,,,0.0590325
152680 (1998 KJ9),152680,,19.4,,,,,,0.00529291
152685 (1998 MZ),152685,,19.3,,,,,,0.00155354
152742 (1998 XE12),152742,,19.1,,,,,,0.111601
152754 (1999 GS6),152754,,19.2,,,,,,0.0187747
152756 (1999 JV3),152756,,18.9,,,2.845,,,0.0665462
152770 (1999 RR28),152770,,18.4,,,,,,0.015632
152787 (1999 TB10),152787,,18.4,,,,,,0.0977065
152828 (1999 VT25),152828,,21.1,,,,,,0.0480952
152889 (2000 CF59),152889,,16.5,,,,,,0.315682
152895 (2000 CQ101),152895,,18.1,,,,,,0.162964
152931 (2000 EA107),152931,,15.8,,,4.137,,,0.161717
152941 (2000 FM10),152941,,17.7,,,,,,0.12684
152942 (2000 FN10),152942,,16.7,,,,,,0.182877
152952 (2000 GC2),152952,,17.6,,,,,,0.278753
152964 (2000 GP82),152964,,17.6,,,,,,0.0909921
152978 (2000 GJ147),152978,,19.4,,,,,,0.0256204
153002 (2000 JG5),153002,,18.1,,,6.0562,,,0.0279552
153195 (2000 WB1),153195,,17.5,,,,,,0.0914764
153201 (2000 WO107),153201,,19.3,,,,,,0.0030759
153219 (2000 YM29),153219,,18.4,,,,,,0.196198
153220 (2000 YN29),153220,,17.4,,,,,,0.0296636
153243 (2001 AU47),153243,,17.4,,,,,,0.401284
153249 (2001 BW15),153249,,15.2,,,,,,0.0561623
153267 (2001 CB32),153267,,17.8,,,,,,0.118947
153271 (2001 CL42),153271,,17.2,,,,,,0.191664
153306 (2001 JL1),153306,,16.6,,,,,,0.507662
153311 (2001 MG1),153311,,17.2,,,,,,0.0319211
153315 (2001 NH6),153315,,19.2,,,,,,0.0983619
153349 (2001 PJ9),153349,,18.4,,,,,,0.0514238
153415 (2001 QP153),153415,,17,,,,,,0.0738579
153460 (2001 RN),153460,,19.7,,,,,,0.139871
153591 (2001 SN263),153591,,16.9,2,,3.423,,,0.0506095
153792 (2001 VH75),153792,,18.1,,,,,,0.0643195
153814 (2001 WN5),153814,,18.3,,,,,,0.00189827
153842 (2001 XT30),153842,,16.8,,,,,,0.191977
153951 (2002 AC3),153951,,18.6,,,,,,0.249737
153953 (2002 AD9),153953,,16.6,,,,,,0.411175
153957 (2002 AB29),153957,,17.6,,,,,,0.0798779
153958 (2002 AM31),153958,,18.3,,,2.8174,,,0.0320737
154007 (2002 BY),154007,,17.9,,,,,,0.178077
154019 (2002 CZ9),154019,,22,,,,,,0.0255811
154020 (2002 CA10),154020,,19.1,,,,,,0.15365
154029 (2002 CY46),154029,,16.5,,,2.554,,,0.0870111
154035 (2002 CV59),154035,,17.4,,,,,,0.426476
154144 (2002 FA5),154144,,17.3,,,,,,0.36724
154229 (2002 JN97),154229,,16.6,,,,,,0.157304
154244 (2002 KL6),154244,,17.5,,,4.6063,,,0.064698
154268 (2002 RM129),154268,,18,,,,,,0.176659
154269 (2002 SM),154269,,17.9,,,,,,0.0236135
154275 (2002 SR41),154275,,20.2,,,,,,0.0360007
154276 (2002 SY50),154276,,17.6,,,4.823,,,0.00249734
154278 (2002 TB9),154278,,16.5,,,,,,0.182732
154300 (2002 UO),154300,,19.2,,,,,,0.141871
154302 (2002 UQ3),154302,,17.6,,,,,,0.0393579
154330 (2002 VX94),154330,,18.1,,,,,,0.0328408
154347 (2002 XK4),154347,,16,,,3.319,,,0.271551
154453 (2003 CJ11),154453,,15.3,,,5.23,,,0.344033
154555 (2003 HA),154555,,16.5,,,,,,0.116216
154589 (2003 MX2),154589,,16.4,,,,,,0.268831
154590 (2003 MA3),154590,,21.7,,,,,,0.0130525
154631 (2003 WO25),154631,,18.1,,,,,,0.202586
154652 (2004 EP20),154652,,18.7,,,,,,0.235868
154656 (2004 FE3),154656,,16.3,,,,,,0.155097
154658 (2004 FA18),154658,,19.3,,,,,,0.15322
154715 (2004 LB6),154715,,18.4,,,,,,0.0580791
154807 (2004 PP97),154807,,18.4,,,,,,0.145542
154988 (2004 XN35),154988,,18.4,,,,,,0.152628
154991 Vinciguerra (2005 BX26),154991,Vinciguerra,18.5,,,,,,0.195822
154993 (2005 EA94),154993,,17.8,,,,,,0.07443
155110 (2005 TB),155110,,17.4,,,,,,0.111432
155140 (2005 UD),155140,,17.4,,,5.231,,,0.0777951
155334 (2006 DZ169),155334,,16.9,,,,,,0.225693
155336 (2006 GA1),155336,,18.3,,,,,,0.0724715
155338 (2006 MZ1),155338,,20.5,,,,,,0.0129169
155340 (2006 SK198),155340,,16.2,,,,,,0.111099
155341 (2006 SA218),155341,,18.2,,,,,,0.285941
159368 (1979 QB),159368,,17.1,,,,,,0.292959
159399 (1998 UL1),159399,,16.5,,,,,,0.195712
159402 (1999 AP10),159402,,16.1,,,7.908,,,0.0687725
159454 (2000 DJ8),159454,,17.8,,,,,,0.246251
159459 (2000 KB),159459,,16.2,,,,,,0.525106
159467 (2000 QK25),159467,,18,,,,,,0.31456
159495 (2000 UV16),159495,,17.1,,,,,,0.198118
159504 (2000 WO67),159504,,16.5,,,,,,0.0469651
159518 (2001 FF7),159518,,17.9,,,,,,0.341985
159533 (2001 HH31),159533,,17.5,,,,,,0.291
159555 (2001 SJ276),159555,,18.6,,,,,,0.349968
159560 (2001 TO103),159560,,17,,,,,,0.470731
159608 (2002 AC2),159608,,16.4,,,,,,0.101897
159609 (2002 AQ3),159609,,17.1,,,,,,0.315117
159635 (2002 CZ46),159635,,18,,,,,,0.261089
159677 (2002 HQ11),159677,,19.4,,,,,,0.0556476
159686 (2002 LB6),159686,,16.3,,,,,,0.282991
159699 (2002 PQ142),159699,,17.8,,,,,,0.214126
159856 (2004 JW6),159856,,17.9,,,,,,0.136332
159857 (2004 LJ1),159857,,15.4,,,2.7247,,,0.0199737
159923 (2004 YJ32),159923,,16.3,,,,,,0.218686
159928 (2005 CV69),159928,,18,,,,,,0.218565
159929 (2005 UK),159929,,17.4,,,,,,0.127812
161989 Cacus (1978 CA),161989,Cacus,17.1,1.9,,3.7538,,,0.0144751
161995 (1983 LB),161995,,17.1,,,,,,0.244441
161998 (1988 PA),161998,,17.6,,,13.4,,,0.277507
161999 (1989 RC),161999,,19,,,,,,0.108233
162000 (1990 OS),162000,,19.3,0.4,,2.536,,,0.00910508
162004 (1991 VE),162004,,18.2,,,,,,0.0577582
162011 Konnohmaru (1994 AB1),162011,Konnohmaru,16.6,,,,,,0.144547
162015 (1994 TF2),162015,,19.2,,,,,,0.25393
162038 (1996 DH),162038,,16.6,,,,,,0.133932
162039 (1996 JG),162039,,19.5,,,,,,0.011875
162058 (1997 AE12),162058,,17.8,,,1880,,,0.0916643
162063 (1997 EH29),162063,,19,,,,,,0.151257
162080 (1998 DG16),162080,,19.8,,,,,,0.18804
162082 (1998 HL1),162082,,18.9,,,,,,0.0409172
162116 (1998 SA15),162116,,19.4,,,,,,0.0461419
162117 (1998 SD15),162117,,19.1,,,,,,0.11023
162120 (1998 SH36),162120,,20.5,,,,,,0.0120741
162142 (1998 VR),162142,,18.6,,,,,,0.150943
162149 (1998 YQ11),162149,,17.4,,,,,,0.229543
162157 (1999 CV8),162157,,19.7,,,,,,0.057018
162161 (1999 DK3),162161,,17.3,,,,,,0.446146
162162 (1999 DB7),162162,,20,,,,,,0.00213452
162168 (1999 GT6),162168,,17,,,,,,0.157772
162173 (1999 JU3),162173,,19.2,,,7.627,,,0.00011656
162181 (1999 LF6),162181,,18.2,,,16.007,,,0.0635627
162183 (1999 NB5),162183,,21,,,,,,0.0134696
162186 (1999 OP3),162186,,15.1,,,,,,0.382592
162195 (1999 RK45),162195,,19.4,,,,,,0.0879558
162196 (1999 RL45),162196,,18.8,,,,,,0.240413
162210 (1999 SM5),162210,,19.1,,,6.23,,,0.0505819
162214 (1999 TC10),162214,,18.6,,,,,,0.119929
162215 (1999 TL12),162215,,18.9,,,,,,0.256307
162269 (1999 VO6),162269,,17,,,,,,0.0780145
162273 (1999 VL12),162273,,17.1,,,,,,0.247437
162361 (2000 AF6),162361,,20.1,,,,,,0.0235859
162385 (2000 BM19),162385,,18.2,,,,,,0.0831615
162416 (2000 EH26),162416,,21.7,,,24,,,0.0010384
162421 (2000 ET70),162421,,18,,,8.947,0.5625,,0.0300977
162422 (2000 EV70),162422,,20.5,,,,,,0.0119007
162433 (2000 FK10),162433,,19.2,,,,,,0.0666312
162452 (2000 HO14),162452,,18.4,,,,,,0.247686
162463 (2000 JH5),162463,,17.5,,,,,,0.110713
162470 (2000 KX43),162470,,19.3,,,,,,0.269669
162472 (2000 LL),162472,,19,,,,,,0.16845
162474 (2000 LB16),162474,,18.4,,,,,,0.00395869
162483 (2000 PJ5),162483,,17.5,,,2.642,,,0.175085
162510 (2000 QW69),162510,,17.2,,,,,,0.0248126
162566 (2000 RJ34),162566,,15.6,,,,,,0.175856
162567 (2000 RW37),162567,,20,,,,,,0.00816372
162581 (2000 SA10),162581,,18.3,,,,,,0.21095
162635 (2000 SS164),162635,,16.4,,,6.8939,,,0.300878
162679 (2000 TK1),162679,,17.7,,,,,,0.410487
162687 (2000 UH1),162687,,19.2,,,,,,0.0342242
162694 (2000 UH11),162694,,19.6,,,,,,0.223902
162695 (2000 UL11),162695,,20.1,,,,,,0.0230154
162698 (2000 UN30),162698,,18.2,,,,,,0.335839
162723 (2000 VM2),162723,,17.4,,,,,,0.10949
162740 (2000 WF6),162740,,18.4,,,,,,0.263757
162741 (2000 WG6),162741,,17.4,,,,,,0.195317
162781 (2000 XL44),162781,,17.6,,,,,,0.291493
162783 (2000 YJ11),162783,,20.7,,,,,,0.0296276
162825 (2001 BO61),162825,,17.8,,,,,,0.0146669
162854 (2001 DE47),162854,,18.7,,,,,,0.212532
162873 (2001 FB7),162873,,19,,,,,,0.287889
162882 (2001 FD58),162882,,18.7,,,,,,0.0328446
162900 (2001 HG31),162900,,15.8,,,60.61,,,0.253489
162903 (2001 JV2),162903,,18.8,,,,,,0.087148
162911 (2001 LL5),162911,,19.1,,,,,,0.10077
162913 (2001 MT18),162913,,18.2,,,,,,0.146085
162922 (2001 OY13),162922,,20.8,,,,,,0.0134846
162926 (2001 OB36),162926,,16.9,,,,,,0.409801
162979 (2001 RA12),162979,,18,,,,,,0.0232709
162980 (2001 RR17),162980,,16.5,,,,,,0.197873
162998 (2001 SK162),162998,,17.9,,,68,,,0.0294042
163000 (2001 SW169),163000,,19,,,38.04,,,0.17943
163001 (2001 SE170),163001,,18.2,,,,,,0.266147
163014 (2001 UA5),163014,,17.4,,,,,,0.0308167
163015 (2001 UX16),163015,,21.9,,,,,,0.0627954
163023 (2001 XU1),163023,,19.2,,,,,,0.0562066
163026 (2001 XR30),163026,,20.9,,,,,,0.0215346
163051 (2001 YJ4),163051,,16.3,,,,,,0.0269483
163067 (2002 AP3),163067,,19.8,,,,,,0.0109913
163070 (2002 AO7),163070,,18.3,,,,,,0.191914
163081 (2002 AG29),163081,,18.5,,,19.7,,,0.0769122
163132 (2002 CU11),163132,,18.3,,,,,,0.00130851
163191 (2002 EQ9),163191,,19.4,,,3,,,0.0634957
163243 (2002 FB3),163243,,16.4,,,,,,0.00348995
163249 (2002 GT),163249,,18.4,,,3.77,,,0.0160645
163250 (2002 GH1),163250,,15.5,,,,,,0.248319
163252 (2002 GD11),163252,,17.7,,,7,,,0.180425
163295 (2002 HW),163295,,19.3,,,,,,0.0552148
163335 (2002 LJ),163335,,17.1,,,,,,0.500721
163348 (2002 NN4),163348,,20,,,,,,0.00693578
163364 (2002 OD20),163364,,18.8,,,,,,0.026366
163373 (2002 PZ39),163373,,18.9,,,,,,0.00299698
163412 (2002 RV25),163412,,17.3,,,,,,0.14667
163454 (2002 RN129),163454,,18.9,,,,,,0.236583
163667 (2002 WC1),163667,,19.7,,,,,,0.129396
163679 (2002 XG84),163679,,19.2,,,,,,0.0718978
163683 (2002 YP2),163683,,18.9,,,,,,0.0214576
163691 (2003 BB43),163691,,17,,,,,,0.35111
163692 (2003 CY18),163692,,18,,,,,,0.0922568
163693 Atira (2003 CP20),163693,Atira,16.3,,,2.9745,,,0.20725
163694 (2003 DP13),163694,,17.1,,,,,,0.261112
163696 (2003 EB50),163696,,16.4,,,,,,0.0533685
163697 (2003 EF54),163697,,20,,,,,,0.042073
163732 (2003 KP2),163732,,15.4,,,151.1,,,0.158488
163758 (2003 OS13),163758,,17.4,,,,,,0.0894843
163760 (2003 OR14),163760,,16.4,,,,,,0.290175
163818 (2003 RX7),163818,,18.4,,,2.6,,,0.0270403
163899 (2003 SD220),163899,,16.9,,,,,,0.0186637
163902 (2003 SW222),163902,,17.2,,,,,,0.270224
164120 (2003 YK),164120,,19.3,,,,,,0.0837735
164121 (2003 YT1),164121,,16.2,,,2.343,,,0.00327393
164184 (2004 BF68),164184,,19.3,,,5.568,,,0.0545497
164201 (2004 EC),164201,,15.7,,,6.642,,,0.414009
164202 (2004 EW),164202,,20.8,,,,,,0.0244821
164206 (2004 FN18),164206,,17.6,,,,,,0.111513
164207 (2004 GU9),164207,,21.2,,,,,,0.000490711
164211 (2004 JA27),164211,,19.4,,,,,,0.0325761
164214 (2004 LZ11),164214,,19,,,,,,0.290557
164215 Doloreshill (2004 MF6),164215,Doloreshill,20,,,,,,0.27663
164216 (2004 OT11),164216,,17.2,,,,0.45481,,0.0179972
164217 (2004 PT42),164217,,17.2,,,,,,0.163627
164221 (2004 QE20),164221,,20.1,,,,,,0.219553
164222 (2004 RN9),164222,,20.8,,,,,,0.093433
164294 (2004 XZ130),164294,,20.4,,,,,,0.0954274
164341 (2005 CO),164341,,20.5,,,,,,0.255905
164342 (2005 CP),164342,,20.8,,,,,,0.176691
164400 (2005 GN59),164400,,17.3,,,38.69,,,0.0501108
168044 (2005 SG),168044,,19,,,,,,0.201038
168318 (1989 DA),168318,,18.9,0.9,,3.925,,,0.0435987
168378 (1997 ET30),168378,,16.8,,,,,,0.204434
168791 (2000 SQ43),168791,,18.6,,,,,,0.128202
169352 (2001 UY16),169352,,19.1,,,,,,0.122183
169675 (2002 JM97),169675,,16.5,,,,,,0.284949
170013 (2002 UO3),170013,,17.8,,,,,,0.286829
170086 (2002 XR14),170086,,18,,,,,,0.0110524
170502 (2003 WM7),170502,,17.2,,,,,,0.0726936
170891 (2004 TY16),170891,,17,,,2.795,,,0.192375
170903 (2004 WS2),170903,,18.1,,,,,,0.0297042
171486 (1996 MO),171486,,18.4,,,,,,0.0675219
171576 (1999 VP11),171576,,18.5,,,,,,0.00236827
171819 (2001 FZ6),171819,,18.3,,,,,,0.279836
171839 (2001 JM1),171839,,19.1,,,5.7516,,,0.0464945
172034 (2001 WR1),172034,,17.8,,,,,,0.0746984
172678 (2003 YM137),172678,,18.7,,,,,,0.00643585
172718 (2004 BD85),172718,,18.6,,,,,,0.390052
172722 (2004 BV102),172722,,17.6,,,,,,0.103274
172974 (2005 YW55),172974,,19.3,,,,,,0.29296
173232 (1998 XC9),173232,,18.1,,,,,,0.336332
173561 (2000 YV137),173561,,18.2,,,,,,0.0186384
173664 (2001 JU2),173664,,19.4,,,,,,0.108604
173689 (2001 PK9),173689,,18.2,,,,,,0.115007
174050 (2002 CC19),174050,,17.5,,,,,,0.16023
174806 (2003 XL),174806,,17.2,,,,,,0.10943
174881 (2004 BU58),174881,,18,,,,,,0.458415
175114 (2004 QQ),175114,,16.6,,,,,,0.0616956
175189 (2005 EC224),175189,,18.4,,,,,,0.253721
175706 (1996 FG3),175706,,18.4,,,3.5942,,,0.0283379
175729 (1998 BB10),175729,,20.3,,,,,,0.0234307
175921 (2000 DM1),175921,,18.1,,,,,,0.142263
177016 (2003 BM47),177016,,20,,,,,,0.157213
177049 (2003 EE16),177049,,19.7,,,,,,7.51E-05
177255 (2003 WC25),177255,,16.6,,,,,,0.18246
177614 (2004 HK33),177614,,17.6,,,,,,0.00988367
177651 (2004 XM14),177651,,17.4,,,,,,0.49607
178601 (2000 CG59),178601,,17.6,,,,,,0.276025
178871 (2001 MA8),178871,,17.7,,,,,,0.256748
179806 (2002 TD66),179806,,20.2,,,9.455,,,0.0061514
180186 (2003 QZ30),180186,,17.4,,,,,,0.0459668
183548 (2003 HU42),183548,,17.9,,,,,,0.226613
184266 (2004 VW14),184266,,19.4,,,2.5009,,,0.0101758
184990 (2006 KE89),184990,,16.4,,,5.187,,,0.229904
185702 (1998 HK3),185702,,17.9,,,,,,0.488649
185716 (1998 SF35),185716,,17.8,,,,,,0.413001
185851 (2000 DP107),185851,,18.2,,,2.7754,,,0.0146792
185853 (2000 ER70),185853,,16.9,,,,,,0.313993
186822 (2004 FE31),186822,,18.1,,,,,,0.0737249
